tablescraper-selected-row,linkified,linkified href,tablescraper-selected-row href,grey
"Dr. King was 26 when the Montgomery bus boycott began. He started small, rallying others who believed their efforts mattered, pressing on through challenges and doubts to change our world for the better. A permanent inspiration for the rest of us to keep pushing towards justice.",,,https://twitter.com/BarackObama/status/952914779458424832,"Jan 15, 2018"
"All across America people chose to get involved, get engaged and stand up. Each of us can make a difference, and all of us ought to try. So go keep changing the world in 2018.",,,https://twitter.com/BarackObama/status/946775615893655552,"Dec 29, 2017"
"Ten-year-old Jahkil Jackson is on a mission to help homeless people in Chicago. He created kits full of socks, toiletries, and food for those in need. Just this week, Jahkil reached his goal to give away 5,000 “blessing bags.” That’s a story from 2017.",https://t.co/muxPZnEGkd,http://t.co/muxPZnEGkd,https://twitter.com/BarackObama/status/946775467536928768,"Dec 29, 2017"
"Chris Long gave his paychecks from the first six games of the NFL season to fund scholarships in Charlottesville, VA. He wanted to do more, so he decided to give away an entire season’s salary. That’s a story from 2017.",https://t.co/NL0RoARkan,http://t.co/NL0RoARkan,https://twitter.com/BarackObama/status/946775332564230144,"Dec 29, 2017"
"Kat Creech, a wedding planner in Houston, turned a postponed wedding into a volunteer opportunity for Hurricane Harvey victims. Thirty wedding guests became an organization of hundreds of volunteers. That’s a story from 2017.",https://t.co/yxhjwkr5Se,http://t.co/yxhjwkr5Se,https://twitter.com/BarackObama/status/946775194101800960,"Dec 29, 2017"
"As we count down to the new year, we get to reflect and prepare for what’s ahead. For all the bad news that seemed to dominate our collective consciousness, there are countless stories from this year that remind us what's best about America.",,,https://twitter.com/BarackObama/status/946775081371471872,"Dec 29, 2017"
"RT @MBK_Alliance: I am my Brother’s Keeper. 
Watch our new PSA with @BarackObama, @StephenCurry30 & @chancetherapper, then take action to s…",,,https://twitter.com/BarackObama/status/946124244328550400,"Dec 27, 2017"
"On behalf of the Obama family, Merry Christmas! We wish you joy and peace this holiday season.",https://t.co/CNFUZrhrBj,http://t.co/CNFUZrhrBj,https://twitter.com/BarackObama/status/945324527520804866,"Dec 25, 2017"
There's no better time than the holiday season to reach out and give back to our communities. Great to hear from young people at the Boys & Girls Club in DC today.,https://t.co/FSJkj1qwg9,http://t.co/FSJkj1qwg9,https://twitter.com/BarackObama/status/941437447296225280,"Dec 14, 2017"
"Happy Hanukkah, everybody, from the Obama family to yours. Chag Sameach!",,,https://twitter.com/BarackObama/status/940737366255423488,"Dec 13, 2017"
Just got off a call to thank folks who are working hard to help more Americans across the country sign up for health coverage. But it's up to all of us to help spread the word: Sign up through this Friday at .,https://t.co/ob1Ynoesod,http://t.co/ob1Ynoesod,https://twitter.com/BarackObama/status/940314364460060673,"Dec 11, 2017"
RT @ObamaFoundation: Watch: We hosted a Town Hall in New Delhi with @BarackObama and young leaders about how to drive change and make an im…,,,https://twitter.com/BarackObama/status/937818240453095424,"Dec 04, 2017"
Michelle and I are delighted to congratulate Prince Harry and Meghan Markle on their engagement. We wish you a lifetime of joy and happiness together.,,,https://twitter.com/BarackObama/status/935255366438408192,"Nov 27, 2017"
"From the Obama family to yours, we wish you a Happy Thanksgiving full of joy and gratitude.",https://t.co/xAvSQwjQkz,http://t.co/xAvSQwjQkz,https://twitter.com/BarackObama/status/933707825821421568,"Nov 23, 2017"
"ME:  Joe, about halfway through the speech, I’m gonna wish you a happy birth--
BIDEN:  IT’S MY BIRTHDAY!
ME:  Joe.
 
Happy birthday to @JoeBiden, my brother and the best vice president anybody could have.",https://t.co/sKbXjNiEjH,http://t.co/sKbXjNiEjH,https://twitter.com/BarackObama/status/932685522820042754,"Nov 20, 2017"
"RT @ObamaFoundation: Today, we honor those who have honored our country with its highest form of service.  https://t…",https://t.co/IbJNCwIofL,http://t.co/IbJNCwIofL,https://twitter.com/BarackObama/status/929366549009502208,"Nov 11, 2017"
"This is what happens when the people vote. Congrats @RalphNortham and @PhilMurphyNJ . And congratulations to all the victors in state legislative, county and mayors' races. Every office in a democracy counts!",,,https://twitter.com/BarackObama/status/928252100081078272,"Nov 08, 2017"
Every election matters - those who show up determine our future. Go vote tomorrow!,https://t.co/j1wh8hLamw,http://t.co/j1wh8hLamw,https://twitter.com/BarackObama/status/927702713298759680,"Nov 07, 2017"
May God also grant all of us the wisdom to ask what concrete steps we can take to reduce the violence and weaponry in our midst.,,,https://twitter.com/BarackObama/status/927337619406643200,"Nov 06, 2017"
"We grieve with all the families in Sutherland Springs harmed by this act of hatred, and we’ll stand with the survivors as they recover...",,,https://twitter.com/BarackObama/status/927337524808347648,"Nov 06, 2017"
"Starting today, you can sign up for 2018 health coverage. Head on over to  and find a plan that meets your needs.",https://t.co/ob1Ynoesod,http://t.co/ob1Ynoesod,https://twitter.com/BarackObama/status/925710762894680064,"Nov 01, 2017"
Michelle and I are thinking of the victims of today's attack in NYC and everyone who keeps us safe. New Yorkers are as tough as they come.,,,https://twitter.com/BarackObama/status/925526988659548160,"Nov 01, 2017"
"Hello, #ObamaSummit! Thrilled to host civic leaders in Chicago from all over the world. Follow along at @ObamaFoundation.",,,https://twitter.com/BarackObama/status/925114135548919808,"Oct 30, 2017"
"I’ll let you and @ladygaga handle the singing, and we’ll handle the donations. There’s still time to give: .",https://t.co/o5oCWOtiJS,http://t.co/o5oCWOtiJS,https://twitter.com/BarackObama/status/922584337815613441,"Oct 23, 2017"
Tonight the ex-Presidents are getting together in Texas to support all our fellow Americans rebuilding from this year’s hurricanes. Join us.,https://t.co/RShkuueyoj,http://t.co/RShkuueyoj,https://twitter.com/BarackObama/status/921889369337860096,"Oct 22, 2017"
"I'm grateful to @SenJohnMcCain for his lifetime of service to our country. Congratulations, John, on receiving this year's Liberty Medal.",,,https://twitter.com/BarackObama/status/920061541986250758,"Oct 16, 2017"
Michelle & I are praying for the victims in Las Vegas. Our thoughts are with their families & everyone enduring another senseless tragedy.,,,https://twitter.com/BarackObama/status/914832655170011137,"Oct 02, 2017"
Proud to cheer on Team USA at the Invictus Games today with my friend Joe. You represent the best of our country.,https://t.co/WBzcltmgqj,http://t.co/WBzcltmgqj,https://twitter.com/BarackObama/status/913952069765271559,"Sep 30, 2017"
"We're expanding our efforts to help Puerto Rico & the USVI, where our fellow Americans need us right now. Join us at",https://t.co/o5oCWOtiJS,http://t.co/o5oCWOtiJS,https://twitter.com/BarackObama/status/912724426709504000,"Sep 26, 2017"
"Prosecutor, soldier, family man, citizen. Beau made us want to be better. What a legacy to leave. What a testament to @JoeBiden.",https://t.co/078Pt7evMZ,http://t.co/078Pt7evMZ,https://twitter.com/BarackObama/status/912460861758955523,"Sep 25, 2017"
RT @gatesfoundation: President @BarackObama addresses #Goalkeepers17 starting at 12:40 PM. Tune in here:,https://t.co/XmHBErSHYw,http://t.co/XmHBErSHYw,https://twitter.com/BarackObama/status/910542207991590917,"Sep 20, 2017"
Thinking about our neighbors in Mexico and all our Mexican-American friends tonight. Cuidense mucho y un fuerte abrazo para todos.,,,https://twitter.com/BarackObama/status/910330388219916290,"Sep 20, 2017"
"Coding is important – and fun. @CSforAll, thanks for your work to make sure every kid can compete in a high-tech, global economy.",https://t.co/QDZqcoEQiM,http://t.co/QDZqcoEQiM,https://twitter.com/BarackObama/status/909871642423197696,"Sep 18, 2017"
Michelle and I want the @ObamaFoundation to inspire and empower people to change the world. Here's how we're getting started this fall.,https://t.co/Q8a4voDXjV,http://t.co/Q8a4voDXjV,https://twitter.com/BarackObama/status/907969359695491072,"Sep 13, 2017"
We remember everyone we lost on 9/11 and honor all who defend our country and our ideals. No act of terror will ever change who we are.,,,https://twitter.com/BarackObama/status/907265689832103936,"Sep 11, 2017"
"RT @GeorgeHWBush: Across the U.S., Americans have answered the call to help with hurricane recovery. Praying for all Floridians. #Irma http…",,,https://twitter.com/BarackObama/status/906909155918786561,"Sep 10, 2017"
Proud of these McKinley Tech students—inspiring young minds that make me hopeful about our future.,https://t.co/nqYC1mjjTB,http://t.co/nqYC1mjjTB,https://twitter.com/BarackObama/status/906269510231056385,"Sep 08, 2017"
Americans always answer the call.,https://t.co/SV1jixOExu,http://t.co/SV1jixOExu,https://twitter.com/BarackObama/status/905930380783620097,"Sep 07, 2017"
"To target hopeful young strivers who grew up here is wrong, because they’ve done nothing wrong. My statement:",https://t.co/TCxZdld7L4,http://t.co/TCxZdld7L4,https://twitter.com/BarackObama/status/905141484386750469,"Sep 05, 2017"
Thank you to all the first responders and people helping each other out. That's what we do as Americans. Here's one way you can help now.,https://t.co/iGfE8rAoAu,http://t.co/iGfE8rAoAu,https://twitter.com/BarackObama/status/901946021437206528,"Aug 27, 2017"
Michelle and I are thinking of the victims and their families in Barcelona. Americans will always stand with our Spanish friends. Un abrazo.,,,https://twitter.com/BarackObama/status/898261944095789056,"Aug 17, 2017"
"""...For love comes more naturally to the human heart than its opposite."" - Nelson Mandela",,,https://twitter.com/BarackObama/status/896523357272911872,"Aug 13, 2017"
"""People must learn to hate, and if they can learn to hate, they can be taught to love...""",,,https://twitter.com/BarackObama/status/896523304873238528,"Aug 13, 2017"
"""No one is born hating another person because of the color of his skin or his background or his religion...""",https://t.co/InZ58zkoAm,http://t.co/InZ58zkoAm,https://twitter.com/BarackObama/status/896523232098078720,"Aug 13, 2017"
"John McCain is an American hero & one of the bravest fighters I've ever known. Cancer doesn't know what it's up against. Give it hell, John.",,,https://twitter.com/BarackObama/status/887836712822558720,"Jul 20, 2017"
Health care has always been about something bigger than politics: it's about the character of our country.,https://t.co/UqLO14Hef7,http://t.co/UqLO14Hef7,https://twitter.com/BarackObama/status/877974755592228868,"Jun 22, 2017"
"Of all that I've done in my life, I'm most proud to be Sasha and Malia's dad. To all those lucky enough to be a dad, Happy Father's Day!",https://t.co/ya1YAJignC,http://t.co/ya1YAJignC,https://twitter.com/BarackObama/status/876456804305252353,"Jun 18, 2017"
"On this National Gun Violence Awareness Day, let your voice be heard and show your commitment to reducing gun violence.",https://t.co/eXkV4WmkqA,http://t.co/eXkV4WmkqA,https://twitter.com/BarackObama/status/870695481290117120,"Jun 02, 2017"
Forever grateful for the service and sacrifice of all who fought to protect our freedoms and defend this country we love.,https://t.co/y7IQltbEz9,http://t.co/y7IQltbEz9,https://twitter.com/BarackObama/status/869178832082874369,"May 29, 2017"
Good to see my friend Prince Harry in London to discuss the work of our foundations & offer condolences to victims of the Manchester attack.,https://t.co/7azv4BV2Nt,http://t.co/7azv4BV2Nt,https://twitter.com/BarackObama/status/868455601663332353,"May 27, 2017"
"Through faith, love, and resolve the character of the people of Manchester has shown itself.  Our thoughts & prayers are with you.",https://t.co/rZyZaQVWT2,http://t.co/rZyZaQVWT2,https://twitter.com/BarackObama/status/867745464329883648,"May 25, 2017"
Our hearts go out to those killed and wounded in Manchester. Americans will always stand shoulder to shoulder with the people of the UK.,,,https://twitter.com/BarackObama/status/867061620027076608,"May 23, 2017"
"Excited to hear from Sierra, Imani, Filiz, and Benedikt who are making a difference at home and abroad. See you in Berlin!",https://t.co/SSqTgPKTzu,http://t.co/SSqTgPKTzu,https://twitter.com/BarackObama/status/866764702600359937,"May 22, 2017"
"Happy Mother's Day to my love and partner on this journey @MichelleObama, and to all the wonderful, hardworking mothers out there.",,,https://twitter.com/BarackObama/status/863756100948156416,"May 14, 2017"
"We're rolling up our sleeves again, back where it all started. Join us at .",https://t.co/GYkEOK8EuT,http://t.co/GYkEOK8EuT,https://twitter.com/BarackObama/status/859855649689174019,"May 03, 2017"
"Well said, Jimmy. That's exactly why we fought so hard for the ACA, and why we need to protect it for kids like Billy. And congratulations!",https://t.co/77F8rZrD3P,http://t.co/77F8rZrD3P,https://twitter.com/BarackObama/status/859457313232605184,"May 02, 2017"
RT @ObamaFoundation: It’s a beautiful day on the South Side.,https://t.co/PtoaFbww0s,http://t.co/PtoaFbww0s,https://twitter.com/BarackObama/status/856595671796895745,"Apr 24, 2017"
My heart goes out to the victims and their families in London. No act of terror can shake the strength and resilience of our British ally.,,,https://twitter.com/BarackObama/status/844896595179180034,"Mar 23, 2017"
"Chuck Berry rolled over everyone who came before him – and turned up everyone who came after.  We'll miss you, Chuck.  Be good.",,,https://twitter.com/BarackObama/status/843490091519623169,"Mar 19, 2017"
"On International Women’s Day, @MichelleObama and I are inspired by all of you who embrace your power to drive change.",https://t.co/RJ0ZH2htU8,http://t.co/RJ0ZH2htU8,https://twitter.com/BarackObama/status/839585255703080968,"Mar 08, 2017"
RT @ObamaFoundation: Courage comes in many forms. Who in your local community or neighborhood leads by example? #ProfileInCourage https://t…,,,https://twitter.com/BarackObama/status/837376982354694144,"Mar 02, 2017"
Humbled to be recognized by a family with a legacy of service. Who's your #ProfileInCourage? Tell me about them:,https://t.co/euYRxWcost,http://t.co/euYRxWcost,https://twitter.com/BarackObama/status/837322131834875904,"Mar 02, 2017"
We asked. You answered.,https://t.co/mAJvko6VqR,http://t.co/mAJvko6VqR,https://twitter.com/BarackObama/status/832675462325243906,"Feb 17, 2017"
"Happy Valentine’s Day, @michelleobama! Almost 28 years with you, but it always feels new.",https://t.co/O0UhJWoqGN,http://t.co/O0UhJWoqGN,https://twitter.com/BarackObama/status/831527113211645959,"Feb 14, 2017"
I read letters like these every single day. It was one of the best parts of the job – hearing from you.,https://t.co/so1luBcszV,http://t.co/so1luBcszV,https://twitter.com/BarackObama/status/823230505546117120,"Jan 22, 2017"
RT @ObamaFoundation: Add your voice:,https://t.co/mA9MSHmi7o,http://t.co/mA9MSHmi7o,https://twitter.com/BarackObama/status/822553543479541761,"Jan 20, 2017"
"In the meantime, I want to hear what you're thinking about the road ahead. So share your ideas with me here:",https://t.co/GYkEOK8EuT,http://t.co/GYkEOK8EuT,https://twitter.com/BarackObama/status/822550536469803009,"Jan 20, 2017"
"Hi everybody! Back to the original handle. Is this thing still on? Michelle and I are off on a quick vacation, then we’ll get back to work.",,,https://twitter.com/BarackObama/status/822550300942856193,"Jan 20, 2017"
"Tonight, President Obama reflects on eight years of progress. Watch the #FarewellAddress at 9 pm ET:  #ObamaFarewell",https://t.co/ZnwTsg155B,http://t.co/ZnwTsg155B,https://twitter.com/BarackObama/status/818966711995088896,"Jan 10, 2017"
"RT @OFA: ""Thanks to the Affordable Care Act, your coverage is better today than it was before.""

Watch the weekly address: …",https://t.co/Pfk,http://t.co/Pfk,https://twitter.com/BarackObama/status/794940142867902465,"Nov 05, 2016"
"In the weekly address, President Obama discusses what #Obamacare has done to improve health care.",https://t.co/VdQlyrSZhx,http://t.co/VdQlyrSZhx,https://twitter.com/BarackObama/status/794926969829920768,"Nov 05, 2016"
"Let's keep working to keep our economy on a better, stronger course.",https://t.co/bV2BVjyj7a,http://t.co/bV2BVjyj7a,https://twitter.com/BarackObama/status/794664579834015745,"Nov 04, 2016"
The landmark #ParisAgreement enters into force today—we must keep up the momentum to #ActOnClimate.,https://t.co/Cyw5Udaoro,http://t.co/Cyw5Udaoro,https://twitter.com/BarackObama/status/794606453197774849,"Nov 04, 2016"
"The economy added 161,000 jobs in October, and wages are up 2.8 percent over the past year.  #JobsReport",https://t.co/pJxjgLnjCt,http://t.co/pJxjgLnjCt,https://twitter.com/BarackObama/status/794572967258640384,"Nov 04, 2016"
There are a lot of plans out there. Check your options and lock in the one that's best for you:  #GetCovered,https://t.co/buFY9ozDz4,http://t.co/buFY9ozDz4,https://twitter.com/BarackObama/status/794283659079520256,"Nov 03, 2016"
"The positive impact of #Obamacare is undeniable, but there's one big factor holding many states back:",https://t.co/7XebIdRX34,http://t.co/7XebIdRX34,https://twitter.com/BarackObama/status/794255026570993664,"Nov 03, 2016"
RT @POTUS: It happened: @Cubs win World Series. That's change even this South Sider can believe in. Want to come to the White House before…,,,https://twitter.com/BarackObama/status/794228145310154752,"Nov 03, 2016"
Tens of millions of Americans have benefited from #Obamacare. Make sure you're one of them. #GetCovered,https://t.co/e1KoXcPtpU,http://t.co/e1KoXcPtpU,https://twitter.com/BarackObama/status/793881038862757888,"Nov 02, 2016"
"Thanks to #Obamacare, quality health care is available to everyone. The marketplace is now open—make sure you and your family #GetCovered.",https://t.co/0DDAhckcDW,http://t.co/0DDAhckcDW,https://twitter.com/BarackObama/status/793833434850349056,"Nov 02, 2016"
RT @lacasablanca: La típica Latina tarda 22 meses en ganar lo que un hombre blanco gana en 12 meses. Tenemos que cerrar la brecha salarial.…,,,https://twitter.com/BarackObama/status/793607477057228800,"Nov 02, 2016"
"RT @WhiteHouse: On #LatinaEqualPay Day, we mark the work that remains to ensure that all Americans receive equal pay for equal work. https:…",,,https://twitter.com/BarackObama/status/793579933201231880,"Nov 01, 2016"
Community organizing never goes out of style. Shop now:,https://t.co/LXEbQdKLLT,http://t.co/LXEbQdKLLT,https://twitter.com/BarackObama/status/793547555204280320,"Nov 01, 2016"
"With #Obamacare, people can focus on treatment for pre-existing conditions without the fear of coverage being capped or denied. #GetCovered",https://t.co/QqCs6K3y2v,http://t.co/QqCs6K3y2v,https://twitter.com/BarackObama/status/793511799643451392,"Nov 01, 2016"
"The Obamacare marketplace is now open. If you're uninsured, now is the time to shop for a plan and #GetCovered.",https://t.co/7mJYFEz4QS,http://t.co/7mJYFEz4QS,https://twitter.com/BarackObama/status/793481260370792449,"Nov 01, 2016"
RT @FLOTUS: Open enrollment starts tomorrow! Check out your options at  and share your #GetCovered story. https://t.…,https://t.co/dg57hwz5of,http://t.co/dg57hwz5of,https://twitter.com/BarackObama/status/793215353656487936,"Oct 31, 2016"
Lions and Tiggers and bears! Oh my! #HappyHalloween,https://t.co/iU4fjBhi0Y,http://t.co/iU4fjBhi0Y,https://twitter.com/BarackObama/status/793213251077103617,"Oct 31, 2016"
Usted y su familia merecen la tranquilidad de saber que están cubiertos. El mercado de seguros abre mañana.,https://t.co/9iRCkLRGZD,http://t.co/9iRCkLRGZD,https://twitter.com/BarackObama/status/793183793993519104,"Oct 31, 2016"
"Speak up in support of quality, affordable health care for all.",https://t.co/rGsSguMxvj,http://t.co/rGsSguMxvj,https://twitter.com/BarackObama/status/793152790881112064,"Oct 31, 2016"
There's nothing to be scared of when searching for health insurance. Three in four people can #GetCovered for less than $75 a month.,https://t.co/YixI8RXOdq,http://t.co/YixI8RXOdq,https://twitter.com/BarackObama/status/793135531471233024,"Oct 31, 2016"
Open enrollment begins tomorrow—make sure you and your loved ones #GetCovered.,https://t.co/2aak7Bt0s3,http://t.co/2aak7Bt0s3,https://twitter.com/BarackObama/status/793113673527009280,"Oct 31, 2016"
"RT @OFA: Witch plan is best for you? Thanks to Obamacare, even pre-existing conditions can't stop you from comparing your options. #GetCove…",,,https://twitter.com/BarackObama/status/792853954518327296,"Oct 30, 2016"
Senate leaders' obstruction of our Supreme Court nomination process is unacceptable. Say so:  #DoYourJob,https://t.co/t3pYMO8Fp0,http://t.co/t3pYMO8Fp0,https://twitter.com/BarackObama/status/792045944384749569,"Oct 28, 2016"
Senate leaders should put the common good above politics—the integrity of our nation's highest court depends on it. #DoYourJob,https://t.co/Ie5vbg4f5D,http://t.co/Ie5vbg4f5D,https://twitter.com/BarackObama/status/792020035430735872,"Oct 28, 2016"
Don't ghost on your health and well-being—your chance to #GetCovered is coming up. Open enrollment starts November 1.,https://t.co/J86AESUreZ,http://t.co/J86AESUreZ,https://twitter.com/BarackObama/status/791765789795684353,"Oct 27, 2016"
Climate change is happening now. Denial is dangerous.,https://t.co/0Nlf8Fst4u,http://t.co/0Nlf8Fst4u,https://twitter.com/BarackObama/status/791754307347492864,"Oct 27, 2016"
"If you're willing to work hard and play by the rules, you should be able to get ahead.",https://t.co/394hdJttgO,http://t.co/394hdJttgO,https://twitter.com/BarackObama/status/791737295254675457,"Oct 27, 2016"
President Obama lays out just a few of the ways in which #Obamacare has helped millions of Americans.,https://t.co/qeqHRLz0ID,http://t.co/qeqHRLz0ID,https://twitter.com/BarackObama/status/791714897348268032,"Oct 27, 2016"
New report: Renewable energy installations are beating fossil fuel installations for the first time.  #ActOnClimate,https://t.co/MMhIdu4jzt,http://t.co/MMhIdu4jzt,https://twitter.com/BarackObama/status/791687049417928704,"Oct 27, 2016"
Obamacare has helped millions of Americans gain the peace of mind that comes with coverage. Show your support:,https://t.co/NfrG7DHL5C,http://t.co/NfrG7DHL5C,https://twitter.com/BarackObama/status/791662543584362496,"Oct 27, 2016"
"This is what happens when we focus on building an economy that works for everyone, not just those at the top.",https://t.co/op3Z74rPeI,http://t.co/op3Z74rPeI,https://twitter.com/BarackObama/status/791361893986291712,"Oct 26, 2016"
"No one's too wrapped up in pre-existing conditions to #GetCovered. 
Thanks to Obamacare, you can find a plan that meets your needs.",https://t.co/ZLKWSvHNk8,http://t.co/ZLKWSvHNk8,https://twitter.com/BarackObama/status/791331973314727936,"Oct 26, 2016"
Help protect the progress we've made in helping millions of Americans get covered. Add your name now:,https://t.co/HQSZKPl1eH,http://t.co/HQSZKPl1eH,https://twitter.com/BarackObama/status/791315070588379136,"Oct 26, 2016"
DYK: Most people can find a plan for less than $75 per month. Open enrollment starts on November 1. #GetCovered,https://t.co/9RGG5Pr4mb,http://t.co/9RGG5Pr4mb,https://twitter.com/BarackObama/status/791293617163804673,"Oct 26, 2016"
"Women, the sick, survivors—they all deserve fair treatment in our health care system. #Obamacare",https://t.co/G948HN7pzV,http://t.co/G948HN7pzV,https://twitter.com/BarackObama/status/791005180145786880,"Oct 25, 2016"
Don't get tripped up by misinformation. Join the @OFA Truth Team today:,https://t.co/wJZj1QCxXm,http://t.co/wJZj1QCxXm,https://twitter.com/BarackObama/status/790976567249731584,"Oct 25, 2016"
"RT @SecBurwell: Most people shopping on @HealthCareGov will again find plans with premiums of less than $75/month, thanks to financial assi…",,,https://twitter.com/BarackObama/status/790952188948340736,"Oct 25, 2016"
Be proud of the progress we've made together—wear the mark of this movement.,https://t.co/fYf2O9WAwG,http://t.co/fYf2O9WAwG,https://twitter.com/BarackObama/status/790937285789306880,"Oct 25, 2016"
Strong policies that help working families get ahead are good for our economy.,https://t.co/QRRhibjZCl,http://t.co/QRRhibjZCl,https://twitter.com/BarackObama/status/790667378023501825,"Oct 24, 2016"
The four-week average of jobless claims fell to the lowest level since 1973—a sign of a healthy labor market.,https://t.co/Lv7DnRM2DY,http://t.co/Lv7DnRM2DY,https://twitter.com/BarackObama/status/790646938437685248,"Oct 24, 2016"
"Since 2010, America's uninsured rate has been cut in half. Help build on that progress—join Team #Obamacare today:",https://t.co/MhIICuE17A,http://t.co/MhIICuE17A,https://twitter.com/BarackObama/status/790626992433397760,"Oct 24, 2016"
"RT @OFA: It's working.
It's saving lives.
And we're not going back.
Retweet to show your support.",https://t.co/YOBeMMSYP8,http://t.co/YOBeMMSYP8,https://twitter.com/BarackObama/status/790600480875352064,"Oct 24, 2016"
"Health care is a right, not a privilege—and #Obamacare works to protect that right for millions of Americans.",https://t.co/B7fO8rhggW,http://t.co/B7fO8rhggW,https://twitter.com/BarackObama/status/790573868335308801,"Oct 24, 2016"
Don't get tripped up by misinformation. Join the @OFA Truth Team today:,https://t.co/09BpA6F9Ne,http://t.co/09BpA6F9Ne,https://twitter.com/BarackObama/status/789568706837901315,"Oct 21, 2016"
Being able to stay on a parent's plan enables millions of young adults to make choices about their future with the security of health care.,https://t.co/s87tsEpUv1,http://t.co/s87tsEpUv1,https://twitter.com/BarackObama/status/789506728316502016,"Oct 21, 2016"
"""Because of Obamacare, another 20 million Americans now know the financial security of health insurance.""",https://t.co/eNd6J8bMxm,http://t.co/eNd6J8bMxm,https://twitter.com/BarackObama/status/789480358345453568,"Oct 21, 2016"
Stand up for the law that's helped 20 million more Americans gain health coverage. Join Team @Obamacare today:,https://t.co/XiNXrgnPoF,http://t.co/XiNXrgnPoF,https://twitter.com/BarackObama/status/789205082210390018,"Oct 20, 2016"
"There's still more work to do, but let's celebrate how far we've come.",https://t.co/kUVWn68kJw,http://t.co/kUVWn68kJw,https://twitter.com/BarackObama/status/789176114597859330,"Oct 20, 2016"
LIVE: President Obama is in Miami talking about the progress made possible by the Affordable Care Act.,https://t.co/7FsQXut07O,http://t.co/7FsQXut07O,https://twitter.com/BarackObama/status/789162509823455232,"Oct 20, 2016"
"RT @WhiteHouse: Each day, @POTUS reads 10 letters from Americans. Today, we're sharing some of the letters written about #ACA: …",https://t.co,http://t.co/,https://twitter.com/BarackObama/status/789156519740788737,"Oct 20, 2016"
Tune in at 1:55 p.m. ET to watch President Obama speak about the successes of the Affordable Care Act.,https://t.co/7FsQXut07O,http://t.co/7FsQXut07O,https://twitter.com/BarackObama/status/789147820695486464,"Oct 20, 2016"
There's a lot of misinformation floating around. Make sure you've got the facts—join the @OFA Truth Team:,https://t.co/WKXMJCZtF0,http://t.co/WKXMJCZtF0,https://twitter.com/BarackObama/status/789127975140601856,"Oct 20, 2016"
"From coast to coast, editorial boards are denouncing Senate obstructionism. Take a look:  #DoYourJob",https://t.co/vqDr2bBiVr,http://t.co/vqDr2bBiVr,https://twitter.com/BarackObama/status/788834727054630913,"Oct 19, 2016"
"Our Supreme Court has been short a justice for far too long. #DoYourJob, Senate leaders.",https://t.co/yJlejtHjr0,http://t.co/yJlejtHjr0,https://twitter.com/BarackObama/status/788803700286291969,"Oct 19, 2016"
"RT @SecBurwell: Today, 20M more Americans have coverage thanks to the #ACA. Our uninsured rate is the lowest in our nation’s history. Lowes…",,,https://twitter.com/BarackObama/status/788770735489552385,"Oct 19, 2016"
The need for a ninth justice is undeniably clear. #DoYourJob,https://t.co/L1EBgNbh3Q,http://t.co/L1EBgNbh3Q,https://twitter.com/BarackObama/status/788758927617826816,"Oct 19, 2016"
We can't afford to let this be the new normal.  #ActOnClimate,https://t.co/nJzyfz2Zlw,http://t.co/nJzyfz2Zlw,https://twitter.com/BarackObama/status/788469915527163905,"Oct 18, 2016"
Denying climate change is dangerous. Join @OFA supporters in standing up for bold action now:  #ActOnClimate,https://t.co/JZnvlb080l,http://t.co/JZnvlb080l,https://twitter.com/BarackObama/status/788445867900489728,"Oct 18, 2016"
"Climate change is real, but so is the progress we're making to #ActOnClimate. Let's keep it up.",https://t.co/GOFKXQblGJ,http://t.co/GOFKXQblGJ,https://twitter.com/BarackObama/status/788426999626731521,"Oct 18, 2016"
This is just the latest step forward in the push to #ActOnClimate.,https://t.co/UDInkidKkP,http://t.co/UDInkidKkP,https://twitter.com/BarackObama/status/788405579316277248,"Oct 18, 2016"
Read why @FLOTUS is fighting to ensure that girls everywhere have access to quality education.  #LetGirlsLearn,https://t.co/xleq3HHSZt,http://t.co/xleq3HHSZt,https://twitter.com/BarackObama/status/788141079795163136,"Oct 17, 2016"
"Wildfires in the next few decades could be ""unrecognizable"" to previous generations—because of climate change:",https://t.co/vM3xM6mCf3,http://t.co/vM3xM6mCf3,https://twitter.com/BarackObama/status/788124404886540288,"Oct 17, 2016"
Senate leaders are blocking the Supreme Court nomination for their own political gain—don't be silent:  #DoYourJob,https://t.co/OMdTVim0TC,http://t.co/OMdTVim0TC,https://twitter.com/BarackObama/status/788088844771926016,"Oct 17, 2016"
"RT @WhiteHouse: ""Nobody should be priced out of a higher education."" —@POTUS on the progress we've made:  https://t.…",https://t.co/4YohVv7Qea,http://t.co/4YohVv7Qea,https://twitter.com/BarackObama/status/788055101445287936,"Oct 17, 2016"
RT @WHLive: Watch as @POTUS speaks on the progress made to ensure every student has the opportunity to realize their potential: https://t.c…,,,https://twitter.com/BarackObama/status/788040236982939648,"Oct 17, 2016"
Senate leaders have recognized Judge Garland's impeccable credentials in the past. He deserves a fair hearing and an up-or-down vote.,https://t.co/oduFmNGDgO,http://t.co/oduFmNGDgO,https://twitter.com/BarackObama/status/788039460411682817,"Oct 17, 2016"
We need a fully functional Supreme Court. Editorial boards across the country agree:  #DoYourJob,https://t.co/BkLrNaTtzN,http://t.co/BkLrNaTtzN,https://twitter.com/BarackObama/status/787039774330748928,"Oct 14, 2016"
