tablescraper-selected-row,tablescraper-selected-row href,grey,linkified,linkified href
"RT @Transition46: We stand together as one America. We will rise stronger than we were before.

 …",https://twitter.com/KamalaHarris/status/1325453422670323714,"Nov 08, 2020",https://t.co/97NKAZksSL,http://t.co/97NKAZksSL
I hope every little girl watching tonight sees that this is a country of possibilities.,https://twitter.com/KamalaHarris/status/1325299256261971969,"Nov 08, 2020",https://t.co/E4GYfr2QoO,http://t.co/E4GYfr2QoO
"While I may be the first, I won’t be the last.",https://twitter.com/KamalaHarris/status/1325285369609416706,"Nov 08, 2020",https://t.co/R5CousWtdx,http://t.co/R5CousWtdx
RT @JoeBiden: From the bottom of my heart: thank you.,https://twitter.com/KamalaHarris/status/1325262752366153731,"Nov 08, 2020",https://t.co/s76oHFkr66,http://t.co/s76oHFkr66
"RT @JoeBiden: Now that the campaign is over—what is the people’s will? What is our mandate?

I believe it is this: Americans have called on…",https://twitter.com/KamalaHarris/status/1325257184058478592,"Nov 08, 2020",,
"RT @JoeBiden: I pledge to be a President who seeks not to divide, but to unify.

Who doesn’t see Red and Blue states, but a United States.…",https://twitter.com/KamalaHarris/status/1325254403432083456,"Nov 08, 2020",,
"Now the real work begins.

To beat this pandemic. 
To rebuild our economy.
To root out systemic racism in our justice system and society.
To combat the climate crisis.
To heal the soul of our nation.

The road ahead won't be easy. But America is ready. And so are @JoeBiden and I.",https://twitter.com/KamalaHarris/status/1325252289909690372,"Nov 08, 2020",,
"While I may be the first woman in this office, I will not be the last—because every little girl watching tonight sees that this is a country of possibilities.",https://twitter.com/KamalaHarris/status/1325251050509639681,"Nov 08, 2020",,
"For four years, you marched and organized for equality and justice, for our lives, and for our planet. And then, you voted.

You voted for hope, unity, decency, science, and truth when you chose @JoeBiden as the next President of the United States of America.",https://twitter.com/KamalaHarris/status/1325250340191604736,"Nov 08, 2020",,
"To our campaign staff and volunteers, thank you for bringing more people than ever before into the democratic process. 

To all the poll workers and election officials, our nation owes you a debt of gratitude.

And to the American people: thank you for making your voices heard.",https://twitter.com/KamalaHarris/status/1325249689386700804,"Nov 08, 2020",,
"Congressman John Lewis wrote before his passing: “Democracy is not a state. It is an act.”

What he meant was that America’s democracy is not guaranteed. It is only as strong as our willingness to fight for it—and that’s exactly what you did.",https://twitter.com/KamalaHarris/status/1325249272560881664,"Nov 08, 2020",,
Thank you to the American people for the faith you have entrusted in us. Tune in now as President-elect @JoeBiden and I address the nation.,https://twitter.com/KamalaHarris/status/1325248014835834885,"Nov 08, 2020",https://t.co/KQvJiWIEdJ,http://t.co/KQvJiWIEdJ
We did this—together.,https://twitter.com/KamalaHarris/status/1325200108649017349,"Nov 07, 2020",,
"RT @JoeBiden: America, I’m honored that you have chosen me to lead our great country.

The work ahead of us will be hard, but I promise you…",https://twitter.com/KamalaHarris/status/1325181947610460160,"Nov 07, 2020",,
.@JoeBiden and I are ready to get to work on behalf of the American people.,https://twitter.com/KamalaHarris/status/1325166813253042177,"Nov 07, 2020",https://t.co/dMVaWbcxHV,http://t.co/dMVaWbcxHV
"We did it, @JoeBiden.",https://twitter.com/KamalaHarris/status/1325126733482385409,"Nov 07, 2020",https://t.co/oCgeylsjB4,http://t.co/oCgeylsjB4
This election is about so much more than @JoeBiden or me. It’s about the soul of America and our willingness to fight for it. We have a lot of work ahead of us. Let’s get started.,https://twitter.com/KamalaHarris/status/1325119592130252801,"Nov 07, 2020",https://t.co/Bb9JZpggLN,http://t.co/Bb9JZpggLN
RT @JoeBiden: The numbers tell us a clear and convincing story: We're going to win this race.,https://twitter.com/KamalaHarris/status/1324924134892167168,"Nov 07, 2020",,
Tune in as @JoeBiden addresses the nation on the state of the race.,https://twitter.com/KamalaHarris/status/1324921289157472256,"Nov 07, 2020",https://t.co/8D9MvGd6zj,http://t.co/8D9MvGd6zj
"Over 100 million Americans voted before Election Day with a belief in our electoral process—trusting that their ballots would count. Now, Trump is trying to invalidate these ballots, and we need to fight back. Donate today to support the Biden Fight Fund.",https://twitter.com/KamalaHarris/status/1324531645047836673,"Nov 06, 2020",https://t.co/eXoncSsIG5,http://t.co/eXoncSsIG5
"Despite the challenges facing us this year, a historic number of Americans have voted in this election. Their votes deserve to be counted.",https://twitter.com/KamalaHarris/status/1324498182517252097,"Nov 05, 2020",,
"RT @JoeBiden: The people will not be silenced, be bullied, or surrender.

Every vote must be counted.",https://twitter.com/KamalaHarris/status/1324492894573596678,"Nov 05, 2020",,
.@JoeBiden is right: we gotta keep the faith. We're going to win this.,https://twitter.com/KamalaHarris/status/1324473585528877056,"Nov 05, 2020",,
"Tune in as @JoeBiden gives remarks from Wilmington, Delaware.",https://twitter.com/KamalaHarris/status/1324461508508569600,"Nov 05, 2020",https://t.co/CMcSnQN5ig,http://t.co/CMcSnQN5ig
"RT @JoeBiden: Be patient, folks. Votes are being counted, and we feel good about where we are.",https://twitter.com/KamalaHarris/status/1324414268641562625,"Nov 05, 2020",,
The Biden Fight Fund will fund election protection efforts for our campaign and Democrats up and down the ballot. Add a donation of any amount today to support our efforts.,https://twitter.com/KamalaHarris/status/1324403646369583104,"Nov 05, 2020",https://t.co/IkJS5CIn8g,http://t.co/IkJS5CIn8g
Tune in now as our campaign manager Jen O'Malley Dillon and campaign adviser Bob Bauer give an update on the state of the race.,https://twitter.com/KamalaHarris/status/1324384594024562690,"Nov 05, 2020",https://t.co/IVnzqCftMM,http://t.co/IVnzqCftMM
Every single vote must be counted.,https://twitter.com/KamalaHarris/status/1324365016607428608,"Nov 05, 2020",,
"RT @JoeBiden: I’m confident that we will emerge victorious.

But this will not be my victory alone.

It will be a victory for the American…",https://twitter.com/KamalaHarris/status/1324339851613904897,"Nov 05, 2020",,
Americans should have faith in the voting process and have the constitutional right to have their lawfully cast ballots counted. That simple proposition is a cornerstone of American democracy.,https://twitter.com/KamalaHarris/status/1324185510064103424,"Nov 05, 2020",,
"“No one’s going to take our democracy away from us, not now, not ever.” —@JoeBiden",https://twitter.com/KamalaHarris/status/1324180351024070656,"Nov 05, 2020",https://t.co/1hFWxbQjfs,http://t.co/1hFWxbQjfs
.@JoeBiden and I are clear: every single vote must be counted.,https://twitter.com/KamalaHarris/status/1324153175285374977,"Nov 05, 2020",,
"No matter what Trump says, we must count every single vote. Donate to the Biden Fight Fund today to ensure we have the resources we need to fight to ensure this process remains fair.",https://twitter.com/KamalaHarris/status/1324135404455559169,"Nov 04, 2020",https://t.co/U4X9OiePJG,http://t.co/U4X9OiePJG
"RT @JoeBiden: To make progress, we have to stop treating our opponents as enemies. We are not enemies.",https://twitter.com/KamalaHarris/status/1324116305159618561,"Nov 04, 2020",,
.@JoeBiden will be a president for all Americans—not just the ones who voted for him.,https://twitter.com/KamalaHarris/status/1324111300453142530,"Nov 04, 2020",https://t.co/PkYbkYaWmk,http://t.co/PkYbkYaWmk
"RT @JoeBiden: Power can't be taken or asserted, it flows from the people, and it's their will that determines who will be the President of…",https://twitter.com/KamalaHarris/status/1324103316792594434,"Nov 04, 2020",,
This fight isn’t over. Every single vote must be counted. Tune in as @JoeBiden gives remarks from Delaware.,https://twitter.com/KamalaHarris/status/1324095658568028161,"Nov 04, 2020",https://t.co/W5h6Ip1p0N,http://t.co/W5h6Ip1p0N
"As @JoeBiden said last night, it’s not up to us or Donald Trump to declare the winner of this election. The voters will decide.",https://twitter.com/KamalaHarris/status/1324077589338689539,"Nov 04, 2020",,
RT @JoeBiden: Count every vote.,https://twitter.com/KamalaHarris/status/1324076787790422017,"Nov 04, 2020",,
"Last night, Trump threatened to go to court to prevent all votes from being counted—but our campaign is prepared to fight back. Our work could stretch on for weeks, and we need your help. Can you donate $5 to the Biden Fight Fund today?",https://twitter.com/KamalaHarris/status/1324059031149883395,"Nov 04, 2020",https://t.co/oCecVTIbUT,http://t.co/oCecVTIbUT
This race isn’t over until every single ballot is counted.,https://twitter.com/KamalaHarris/status/1324022139624869889,"Nov 04, 2020",,
Tune in live for an election protection briefing and an update on the state of the race with Jen O'Malley Dillon and Bob Bauer.,https://twitter.com/KamalaHarris/status/1324006455398182919,"Nov 04, 2020",https://t.co/n3AMw75Ctl,http://t.co/n3AMw75Ctl
"RT @JoeBiden: Keep the faith, guys. We’re gonna win this.",https://twitter.com/KamalaHarris/status/1323866048425320450,"Nov 04, 2020",,
"Tune in now as @JoeBiden gives remarks from Wilmington, Delaware.",https://twitter.com/KamalaHarris/status/1323862739123490816,"Nov 04, 2020",https://t.co/byNeF7pUDa,http://t.co/byNeF7pUDa
RT @nvdems: Reminder: All voters in line by the time the polling location closes are eligible to vote. Stay in line!,https://twitter.com/KamalaHarris/status/1323838286952042497,"Nov 04, 2020",https://t.co/pHGLInWfuz,http://t.co/pHGLInWfuz
"RT @TeamJoe: 🚨 CLARK COUNTY, NV 🚨 Polling hours have been extended in some locations by ONE hour to 8PM. If you’re in line by 8PM you can s…",https://twitter.com/KamalaHarris/status/1323811956596330501,"Nov 04, 2020",,
"RT @TeamJoe: 🚨 MARICOPA COUNTY 🚨 waiting in line to vote? Stay put — if you’re in line before 7 PM, you are guaranteed your right to vote!…",https://twitter.com/KamalaHarris/status/1323803894032539649,"Nov 04, 2020",,
Stay in line.,https://twitter.com/KamalaHarris/status/1323785466743840773,"Nov 04, 2020",,
"RT @TeamJoe: New Hampshire, if you are waiting at the polls — stay in line! If you’re in line, you are guaranteed your right to vote. RT to…",https://twitter.com/KamalaHarris/status/1323777985342771200,"Nov 04, 2020",,
"If you are in line before the polls close, stay in line. If you are having trouble casting your ballot, call our voter protection hotline: 1 (833) 336-8683",https://twitter.com/KamalaHarris/status/1323771949248557058,"Nov 03, 2020",,
"Today I’m thinking about the ancestors who, in the face of injustice and danger, put their lives on the line and fought for their rights.

Honor their sacrifice by voting before polls close:",https://twitter.com/KamalaHarris/status/1323762419156590592,"Nov 03, 2020",https://t.co/VbrfuqVy9P,http://t.co/VbrfuqVy9P
"RT @JoeBiden: Who we are. What we stand for. Who we are going to be.

It's all at stake — and you have the power to determine the outcome.…",https://twitter.com/KamalaHarris/status/1323761427832836107,"Nov 03, 2020",,
"This is our time. Let’s use our vote, our power, to choose the America we can be—and the future our children and grandchildren deserve.",https://twitter.com/KamalaHarris/status/1323755085197922306,"Nov 03, 2020",https://t.co/oMZpXEo39h,http://t.co/oMZpXEo39h
"Now is the time to stand up. 
Now is the time to speak out. 
Now is the time to vote.

Your voice is your power—don’t let anyone take it away.",https://twitter.com/KamalaHarris/status/1323746939427586048,"Nov 03, 2020",,
"RT @JoeBiden: This is our moment to choose:

Hope over fear.
Unity over division.
Science over fiction.
Truth over lies.

Vote: https://t.c…",https://twitter.com/KamalaHarris/status/1323741724305403904,"Nov 03, 2020",,
"The thing Donald Trump fears the most is not @JoeBiden or me. It’s the power of the people.

We need your help talking to more voters and reminding them to go vote today:",https://twitter.com/KamalaHarris/status/1323738224561455105,"Nov 03, 2020",https://t.co/UdLsAsky2K,http://t.co/UdLsAsky2K
".@JoeBiden knows that no matter where we come from or where we live, no matter our race or gender, background or faith; no matter how we identify or who we love; no matter the language your grandmother speaks—what we have in common is so much stronger than what divides us.",https://twitter.com/KamalaHarris/status/1323732187586482176,"Nov 03, 2020",,
"☎️ 1 (833) 336-8683 ☎️ 

If you have any questions or concerns about voting, call our hotline. Our team of volunteers are ready to assist you.",https://twitter.com/KamalaHarris/status/1323724637205921793,"Nov 03, 2020",,
"March with hope. Vote with joy. 

Find your polling location:",https://twitter.com/KamalaHarris/status/1323716347642187777,"Nov 03, 2020",https://t.co/VbrfuqVy9P,http://t.co/VbrfuqVy9P
"One day, our children and grandchildren are going to look us in the eye and ask what we did in this moment. 

And I want to be able to say, we did everything we could to fight for our country and their future. Go vote.",https://twitter.com/KamalaHarris/status/1323709075801153537,"Nov 03, 2020",,
Standing in line to vote? Watch this.,https://twitter.com/KamalaHarris/status/1323701669092360192,"Nov 03, 2020",https://t.co/AT1zA4ey7F,http://t.co/AT1zA4ey7F
"The 2016 election was lost by small margins in a few key battleground states. We need your help to remind voters what’s at stake, and that their voice matters. Make calls today:",https://twitter.com/KamalaHarris/status/1323695193451827200,"Nov 03, 2020",https://t.co/UdLsAsky2K,http://t.co/UdLsAsky2K
"Now is your chance to elect a leader who will:

✅Work to stop the virus
✅Defend reproductive rights
✅Build an economy that works for working people
✅Protect health care
✅Unite the nation

VOTE:",https://twitter.com/KamalaHarris/status/1323686888625098760,"Nov 03, 2020",https://t.co/VbrfuqVy9P,http://t.co/VbrfuqVy9P
"RT @JoeBiden: Voting is your right. If you have questions, reach out to the Voter Assistance Hotline at 1-833-336-8683. …",https://twitter.com/KamalaHarris/status/1323685078871007235,"Nov 03, 2020",https://t.co/CkLIJG,http://t.co/CkLIJG
We cannot afford four more years of Donald Trump.,https://twitter.com/KamalaHarris/status/1323673041134604288,"Nov 03, 2020",https://t.co/PCEk0BAix4,http://t.co/PCEk0BAix4
"RT @TeamJoe: FLINT, MI! Today is the last day to vote. Confirm your polling location by going to , and head to the p…",https://twitter.com/KamalaHarris/status/1323672536987717632,"Nov 03, 2020",https://t.co/XL8fO5SXJr,http://t.co/XL8fO5SXJr
"Whether it’s bringing an end to the pandemic, building a fairer economy, or protecting people with pre-existing conditions, there’s so much at stake.

Reply to this tweet to tell me why you voted.",https://twitter.com/KamalaHarris/status/1323660464547659776,"Nov 03, 2020",,
".@JoeBiden and I come from different backgrounds, but we were raised with the same values:

Hard work. 
Honesty.
Decency. 

And these are the values I've seen as I've traveled across our country over the past 85 days.",https://twitter.com/KamalaHarris/status/1323652371864584192,"Nov 03, 2020",https://t.co/vSc90m3X7w,http://t.co/vSc90m3X7w
"When @JoeBiden and I are in the White House we’ll listen to scientists, promote masks to save lives, implement nationwide testing and tracing, and ensure vaccines are free to all.",https://twitter.com/KamalaHarris/status/1323642093148033025,"Nov 03, 2020",,
"RT @JoeBiden: It all comes down to this.

Go vote:",https://twitter.com/KamalaHarris/status/1323631494880022530,"Nov 03, 2020",https://t.co/eoxT07uII9,http://t.co/eoxT07uII9
"Today we must vote like our lives depend on it. Because they do. 

We must vote like our democracy depends on it. Because it does. 

And we must vote like justice, equality, and opportunity are possible. Because they are.",https://twitter.com/KamalaHarris/status/1323629249803227136,"Nov 03, 2020",,
"Don’t allow anything to come between you and your vote. If you have any questions or concerns about voting, reach out to our voter hotline.

☎️ 1 (833) 336-8683",https://twitter.com/KamalaHarris/status/1323611137305444353,"Nov 03, 2020",,
"RT @JoeBiden: It’s Election Day. Go vote, America!",https://twitter.com/KamalaHarris/status/1323611114626785281,"Nov 03, 2020",,
"If you’ve already voted, thank you. But we still need your help. Take 20 minutes to help voters in critical battleground states find their polling location. This election is too important to leave anything to chance.",https://twitter.com/KamalaHarris/status/1323596291981615110,"Nov 03, 2020",https://t.co/Rl564rSmA6,http://t.co/Rl564rSmA6
"Election Day is here, and polling places across the country are starting to open. Mask up and find your polling place at .",https://twitter.com/KamalaHarris/status/1323580939365158912,"Nov 03, 2020",https://t.co/VbrfuqVy9P,http://t.co/VbrfuqVy9P
"Take a breath. Set your alarm. Try to get a good night’s rest.

We got this.",https://twitter.com/KamalaHarris/status/1323477759595847681,"Nov 03, 2020",https://t.co/cJOFd81rW4,http://t.co/cJOFd81rW4
"Thank you for joining us tonight, @JohnLegend, and using your voice to make a difference in this election.",https://twitter.com/KamalaHarris/status/1323468191209820160,"Nov 03, 2020",https://t.co/a8HaRRm746,http://t.co/a8HaRRm746
"Janet is one of the many grassroots donors who make this campaign possible. She also voted early to turn Texas blue.

Tomorrow, let’s join Janet by hitting the polls and making history.",https://twitter.com/KamalaHarris/status/1323456991998758912,"Nov 03, 2020",https://t.co/VD2io2Fzxn,http://t.co/VD2io2Fzxn
"Your vote is your voice, and your voice is your power.

Don’t let anyone take away your power. 
Now is the time to stand up. 
Now is the time to speak out. 

And now is the time to VOTE.",https://twitter.com/KamalaHarris/status/1323440953911320577,"Nov 03, 2020",,
The first thing @JoeBiden and I will do in the White House is get this virus under control.,https://twitter.com/KamalaHarris/status/1323439729988296704,"Nov 03, 2020",,
"Nine months into this pandemic and the current occupant of the White House still doesn’t have a plan to contain it.

Instead, he's in court trying to end the Affordable Care Act and tear health coverage away from over 20M Americans.",https://twitter.com/KamalaHarris/status/1323438766548287488,"Nov 03, 2020",,
"Our health, our economy, our children's futures, even what kind of country we want to be is all on the line—and the decision we make in this election will be felt for generations.",https://twitter.com/KamalaHarris/status/1323438149784264704,"Nov 03, 2020",,
"Tomorrow will be a turning point. A chance to unite as a country. That’s why we’re holding our biggest virtual rally featuring me, @DouglasEmhoff, @DrBiden & your next president: @JoeBiden. Tune in.",https://twitter.com/KamalaHarris/status/1323422590384238592,"Nov 03, 2020",https://t.co/l96tNjPqeg,http://t.co/l96tNjPqeg
"Thank you to all the poll workers and @USPS employees who have worked tirelessly this election season.

In the face of adversity, you make our democracy possible.",https://twitter.com/KamalaHarris/status/1323407799406264320,"Nov 02, 2020",,
"RT @TeamJoe: WISCONSIN 🧀 VOTING ALERT: If you haven’t returned your mail-in ballot, we strongly recommend you vote in-person tomorrow. Conf…",https://twitter.com/KamalaHarris/status/1323398983159611392,"Nov 02, 2020",,
"Black women hold the power in this election. We need to do everything we can to get our families, our neighbors, our communities to the polls. Now is our time.",https://twitter.com/KamalaHarris/status/1323391891380031504,"Nov 02, 2020",https://t.co/PrMS9MoSlF,http://t.co/PrMS9MoSlF
"RT @JoeBiden: A Biden-Harris administration will:

- Implement nationwide mask mandates
- Ensure access to regular, reliable, and free test…",https://twitter.com/KamalaHarris/status/1323391758307364867,"Nov 02, 2020",,
"Donald Trump wants you to deny reality. To pretend that, during a global pandemic, you don’t see the bills piling up or the empty chair where a loved one used to sit. 

The only thing we’re going to deny is his chance at a second term.",https://twitter.com/KamalaHarris/status/1323369801675378689,"Nov 02, 2020",,
RT @JoeBiden: Are you still undecided about who to vote for or know someone who is? My team put together some cheat sheets to show where Do…,https://twitter.com/KamalaHarris/status/1323362709514166276,"Nov 02, 2020",,
"When this is all over, future generations will ask you what you did to help end the division and chaos of the last four years. Tell them you worked your heart out to make Donald Trump a one-term president. Help us win by making calls to voters now:",https://twitter.com/KamalaHarris/status/1323345711119933440,"Nov 02, 2020",https://t.co/UdLsAsky2K,http://t.co/UdLsAsky2K
"It’s our last day to get out the vote before the election. That’s why I’m in Bethlehem, PA for a drive-in rally with the voters and volunteers who are going to help win this battleground state.",https://twitter.com/KamalaHarris/status/1323332577973841920,"Nov 02, 2020",https://t.co/9uOcc3mfLA,http://t.co/9uOcc3mfLA
"RT @JoeBiden: We have one shot. One opportunity. One moment.

Don’t miss the chance — vote.",https://twitter.com/KamalaHarris/status/1323328044052946949,"Nov 02, 2020",https://t.co/6khzdLyIjL,http://t.co/6khzdLyIjL
Why are YOU voting?,https://twitter.com/KamalaHarris/status/1323309197686177799,"Nov 02, 2020",https://t.co/s1AASMOQEt,http://t.co/s1AASMOQEt
This is it! We’re kicking off our last tour of Pennsylvania before the most important election of our lives. The people here are ready to choose unity over division. Tune in.,https://twitter.com/KamalaHarris/status/1323298063696289792,"Nov 02, 2020",https://t.co/Mvr7BeJaBH,http://t.co/Mvr7BeJaBH
"With only one day left until Election Day, @JoeBiden, @DrBiden, @DouglasEmhoff, and I are hitting the road across Pennsylvania. Let’s get this done.",https://twitter.com/KamalaHarris/status/1323278554818400256,"Nov 02, 2020",,
"RT @JoeBiden: If you can still vote early, then vote early today.

If you haven’t returned your absentee ballot yet, then return it today.…",https://twitter.com/KamalaHarris/status/1323274331540148224,"Nov 02, 2020",,
Georgia and North Carolina—thanks for having me back today. Let’s make history on Tuesday.,https://twitter.com/KamalaHarris/status/1323106816969134080,"Nov 02, 2020",https://t.co/KDXEuPQUMW,http://t.co/KDXEuPQUMW
"You asked, I answered.",https://twitter.com/KamalaHarris/status/1323087784912048128,"Nov 02, 2020",https://t.co/KQgSxB58Ch,http://t.co/KQgSxB58Ch
"So grateful that @AliciaKeys joined me on the campaign trail in Arizona. As she shared with the crowd, changing the status quo is hard work but it’s a fight worth having—for the soul of our nation.",https://twitter.com/KamalaHarris/status/1323075271092817926,"Nov 02, 2020",https://t.co/h859yO8mmm,http://t.co/h859yO8mmm
"When we vote, when our parents vote, when our aunties and uncles, our friends, and neighbors vote—we win. Fayetteville, I’m so excited to join you in getting out the vote tonight. Tune in live.",https://twitter.com/KamalaHarris/status/1323048290120728576,"Nov 01, 2020",https://t.co/OzbFGhmLWT,http://t.co/OzbFGhmLWT
"RT @TeamJoe: Join us for our final Soul of the Nation Gospel Concert with artist @ImEricaCampbell, @HezekiahWalker, & more! We’ll hear from…",https://twitter.com/KamalaHarris/status/1323044117618851840,"Nov 01, 2020",,
"Many people have asked now that they’ve voted, what can they do to help in the home stretch of this campaign? 

The answer is simple: we need you to call voters in critical battleground states and remind them to vote. Sign up for a shift today:",https://twitter.com/KamalaHarris/status/1323041116749471745,"Nov 01, 2020",https://t.co/xBoynqo8Xc,http://t.co/xBoynqo8Xc
"RT @JoeBiden: Donald Trump claimed he would be ""the greatest jobs president God ever created.""

Instead, he's on track to become the worst…",https://twitter.com/KamalaHarris/status/1323040906438709249,"Nov 01, 2020",,
"When the stakes are this high, it’s not enough to just vote. We need to reach out to the people in our lives and make sure they join us. North Carolina is ready. Are you? Tune in.",https://twitter.com/KamalaHarris/status/1323017345149755392,"Nov 01, 2020",https://t.co/hNOmTMUZjr,http://t.co/hNOmTMUZjr
"Last week in Nevada, I caught up with my friend @Astrid_NV, to discuss the Biden-Harris plan for immigration reform and how Dreamers can make a difference in this election.

If you're eligible to vote, show up at the ballot box for those who can't: .",https://twitter.com/KamalaHarris/status/1323016716012630024,"Nov 01, 2020",https://t.co/VbrfuqVy9P,http://t.co/VbrfuqVy9P
"Future generations deserve clear air, safe rivers, and a livable planet that we can pass down.

@JoeBiden and I will listen to the scientists, transform our energy sector, and create millions of jobs in the process.",https://twitter.com/KamalaHarris/status/1323003134290071555,"Nov 01, 2020",,
"RT @JoeBiden: I believe climate change is an existential threat to humanity.

Donald Trump doesn’t even think it exists.

It’s that simple,…",https://twitter.com/KamalaHarris/status/1323000804014542849,"Nov 01, 2020",,
"I met Shaiyla when I was overseas in Afghanistan, spending time with our service members. It was an honor to meet her mother in Ohio last week.",https://twitter.com/KamalaHarris/status/1322977401337511938,"Nov 01, 2020",https://t.co/7TZQW9uXlA,http://t.co/7TZQW9uXlA
There’s a big difference between equality and equity.,https://twitter.com/KamalaHarris/status/1322963321994289154,"Nov 01, 2020",https://t.co/n3XfQyjLNe,http://t.co/n3XfQyjLNe
Georgia is a battleground state. Thrilled to be back in Atlanta to speak directly to Georgia voters and make the case for our campaign. Watch live:,https://twitter.com/KamalaHarris/status/1322962521527967744,"Nov 01, 2020",https://t.co/ubcM0Oh6Zh,http://t.co/ubcM0Oh6Zh
"RT @JoeBiden: Folks, there are just three days left to vote in this election, and we need your help to get people to the polls. Text three…",https://twitter.com/KamalaHarris/status/1322939242650177539,"Nov 01, 2020",,
RT @JoeBiden: I promise you this: I’ll end Donald Trump’s chaos and end this crisis.,https://twitter.com/KamalaHarris/status/1322930442207698944,"Nov 01, 2020",,
"Two days. Georgia and North Carolina, can’t wait to see you soon!",https://twitter.com/KamalaHarris/status/1322905488862941184,"Nov 01, 2020",,
"RT @JoeBiden: We have in our hands the ultimate power: the power of the vote.

Don’t let it go to waste. Make your plan to vote today. http…",https://twitter.com/KamalaHarris/status/1322876805544615936,"Nov 01, 2020",,
Something big is happening in Texas.,https://twitter.com/KamalaHarris/status/1322735427594395648,"Nov 01, 2020",https://t.co/fNXqlVthok,http://t.co/fNXqlVthok
"If you can, please donate before tonight’s fundraising deadline. Every dollar you contribute today will help our volunteers contact more voters in critical battleground states in the home stretch.",https://twitter.com/KamalaHarris/status/1322713973217701888,"Nov 01, 2020",https://t.co/NXaNpLpJmz,http://t.co/NXaNpLpJmz
RT @JoeBiden: President Trump doesn’t care about you. He doesn’t even care about his own supporters.,https://twitter.com/KamalaHarris/status/1322700512999940096,"Nov 01, 2020",https://t.co/HUbImXyRtY,http://t.co/HUbImXyRtY
"RT @JoeBiden: Presidents lead by example.

Mask up.",https://twitter.com/KamalaHarris/status/1322686250445348864,"Oct 31, 2020",https://t.co/eSvTmjmaYK,http://t.co/eSvTmjmaYK
Mask up and have a safe and spooktacular Halloween.,https://twitter.com/KamalaHarris/status/1322666904130080768,"Oct 31, 2020",https://t.co/XOkKck0tXL,http://t.co/XOkKck0tXL
Thank you for the Texas-sized welcome. Let’s get this done.,https://twitter.com/KamalaHarris/status/1322644634389106689,"Oct 31, 2020",https://t.co/geR67zhzQW,http://t.co/geR67zhzQW
Thrilled to end the day with fired-up Floridians in Palm Beach. Tune in and help us show the world that the Sunshine State is ready for change.,https://twitter.com/KamalaHarris/status/1322635395423596544,"Oct 31, 2020",https://t.co/ALwuedTz98,http://t.co/ALwuedTz98
"If you’ve already voted, there is so much you can still do to help us win. 

Sign up now to call voters in critical battleground states this weekend. We need your help to earn every last vote.",https://twitter.com/KamalaHarris/status/1322629923576664065,"Oct 31, 2020",https://t.co/xVbKpilMsn,http://t.co/xVbKpilMsn
"There’s nothing spookier than the thought of repeating the last four years. 

So, as @BarackObama says: don’t boo—vote.",https://twitter.com/KamalaHarris/status/1322615325125431298,"Oct 31, 2020",,
"Broward County, are you ready? It’s time to get on our feet, cast our ballots, and help everyone we love vote and help us win on November 3rd. Watch live now.",https://twitter.com/KamalaHarris/status/1322605620709654533,"Oct 31, 2020",https://t.co/gJgkiZCUKi,http://t.co/gJgkiZCUKi
"RT @TeamJoe: Voting Update! Early vote hours have been extended in Douglas County, NE to 5:00 PM today. 

Find your early voting location a…",https://twitter.com/KamalaHarris/status/1322600641617944576,"Oct 31, 2020",,
"With only three days left until Election Day, we need your help. Text or call 3 friends to make sure they’ve voted, returned their ballot, or have a plan to vote on Election Day. Ask them to visit  for the information they need.",https://twitter.com/KamalaHarris/status/1322589656165339139,"Oct 31, 2020",https://t.co/VbrfuqVy9P,http://t.co/VbrfuqVy9P
RT @CareInActionUS: Care in Action is proud to endorse @JoeBiden and @KamalaHarris.,https://twitter.com/KamalaHarris/status/1322576047406260224,"Oct 31, 2020",https://t.co/0pQBozG8zn,http://t.co/0pQBozG8zn
RT @JoeBiden: Who let all these people into my basement?,https://twitter.com/KamalaHarris/status/1322572410718138370,"Oct 31, 2020",https://t.co/E17SPqmXib,http://t.co/E17SPqmXib
"The path to victory runs straight through Miami, and Floridians are fired up and voting in record numbers. Join us live.",https://twitter.com/KamalaHarris/status/1322565277050048514,"Oct 31, 2020",https://t.co/J04wg49Y2z,http://t.co/J04wg49Y2z
"Thank you, @Jaden, for speaking directly to young people about the importance of voting in this election. Your generation gives me so much hope for the future of our country.",https://twitter.com/KamalaHarris/status/1322553920258895874,"Oct 31, 2020",https://t.co/bVGP4eQfKV,http://t.co/bVGP4eQfKV
"Back in the Sunshine State—one of the critical battleground states that will make the difference in this election. Let’s do this, Florida.",https://twitter.com/KamalaHarris/status/1322539932234244098,"Oct 31, 2020",,
"RT @JoeBiden: President Trump still has no plan to address COVID-19.

He quit on you, on your family, on America. He just wants us to grow…",https://twitter.com/KamalaHarris/status/1322538518237876226,"Oct 31, 2020",,
"When @JoeBiden and I are in the White House, we’ll listen to the experts when it comes to public health, create a pandemic board that oversees testing, and make COVID-19 testing, treatment, and vaccines free for all Americans.",https://twitter.com/KamalaHarris/status/1322378010192977921,"Oct 31, 2020",,
Donald Trump still doesn’t have a plan to defeat coronavirus—but @JoeBiden and I do.,https://twitter.com/KamalaHarris/status/1322368231760384001,"Oct 31, 2020",https://t.co/TEchzozvOj,http://t.co/TEchzozvOj
